rn,B6_x_cast_1xE3_5_bla_1,B6_x_cast_1xE3_5_bla_2,B6_x_cast_1xE3_5_bla_3,cast_x_B6_1xE3_5_bla_1,cast_x_B6_1xE3_5_bla_2,cast_x_B6_1xE3_5_bla_3,cast_x_B6_1xE3_5_bla_5,cast_x_B6_1xE3_5_bla_7
Rapgef1,1056,509,550,455,643,540,691,621
Trub2,714,320,411,526,460,524,562,430
Coq4,1339,890,1365,552,1773,1990,1919,917
Slc27a4,1402,873,678,329,737,948,926,539
Odf2,1484,921,1060,481,1279,1409,1078,754
Gle1,1989,1454,1186,800,1615,1372,1599,841
Sptan1,3283,2330,3358,3557,3354,1891,2559,2515
Wdr34,31,14,22,32,69,43,27,19
Set,1570,1023,1464,1110,1375,1347,1082,802
Pkn3,496,319,333,398,495,552,412,298
Zer1,70,98,193,351,285,101,192,142
Tbc1d13,1242,1298,738,660,1267,1517,1133,818
Endog,319,212,369,135,515,353,356,157
D2Wsu81e,947,751,1186,296,1563,1490,1291,1279
Kyat1,281,130,198,39,272,161,199,179
1700084E18Rik,8,31,31,47,62,13,28,1
Lrrc8a,114,91,80,97,24,35,92,39
Dolk,494,288,259,184,497,399,413,151
Nup188,719,368,413,477,777,482,559,311
Sh3glb2,940,497,496,125,200,787,452,444
Fam73b,532,305,282,461,230,328,104,167
Dolpp1,1359,813,1162,556,1150,2012,1425,1510
Crat,517,328,285,134,508,670,273,327
Ptpa,2050,1226,1596,870,1211,1525,1449,918
Gm14486,0,0,0,0,0,0,0,0
Ntmt1,1042,807,1011,180,1153,1193,919,757
Asb6,73,19,57,59,32,70,83,20
Ptges,11507,10877,14177,2899,24447,26532,15526,11403
Tor1b,1367,930,917,832,1519,1097,1224,643
Tor1a,815,610,931,527,1244,1477,1027,720
BC005624,357,252,296,46,257,288,404,201
Usp20,113,1,29,40,19,116,68,66
Fnbp1,428,474,491,462,673,245,545,630
D330023K18Rik,16,20,16,14,69,28,8,10
Gpr107,430,310,467,345,638,581,533,424
Ass1,837,725,1244,126,2609,1508,1639,896
Lamc3,1,0,0,5,0,0,0,1
Prrc2b,1548,1378,1028,389,1256,772,828,572
Pomt1,454,170,212,266,690,336,293,287
Uck1,102,50,98,16,59,86,38,36
Golga2,975,592,763,200,956,630,664,429
Ciz1,337,437,324,97,617,376,237,238
Eng,132,53,122,71,202,122,100,60
Cdk9,287,323,374,164,511,302,418,184
Sh2d3c,12,7,4,30,28,3,12,2
Ttc16,0,24,2,0,1,0,16,0
Tor2a,803,418,562,430,1106,1123,824,478
Ptrh1,119,75,86,0,384,89,125,38
Cfap157,0,17,35,3,22,20,45,25
Stxbp1,155,81,89,200,281,108,17,22
Fam129b,64,102,54,6,157,62,163,43
Lrsam1,143,120,240,27,263,169,147,123
Rpl12,381,303,374,637,403,268,256,238
Garnl3,93,15,45,58,94,43,54,109
Ralgps1,32,41,53,1,33,73,76,72
Zbtb34,363,404,379,170,535,181,155,225
Lmx1b,44,36,10,0,15,9,3,35
Mvb12b,23,16,7,2,38,72,31,1
Pbx3,31,39,51,127,178,44,122,32
Mapkap1,724,355,450,421,343,399,439,292
Gapvd1,2177,1861,1767,1485,1861,1418,1724,1173
Hspa5,5911,3029,2882,2457,4798,4327,5707,1791
Rabepk,339,326,587,185,774,1042,638,358
Fbxw2,1009,457,458,1499,615,518,526,414
Psmd5,805,511,1008,1171,1002,2029,1290,822
Phf19,297,121,116,70,144,66,126,53
Traf1,48,7,44,11,19,18,21,18
Hc,3,8,12,2,7,35,14,6
Cntrl,664,265,477,94,206,213,179,79
Rab14,1795,1614,1855,1145,1758,1988,1880,1167
Gsn,661,651,1021,104,881,700,625,514
Ggta1,559,243,413,533,381,329,408,343
Dab2ip,350,410,340,394,603,420,233,404
Ttll11,0,0,0,0,0,0,0,0
Ndufa8,2580,1651,2173,1088,1552,3318,2232,1486
Lhx6,1,2,0,0,0,116,6,0
Rbm18,1077,696,840,634,1016,888,725,542
Mrrf,444,322,246,224,579,581,371,373
Ptgs1,77,14,36,22,92,33,17,13
Pdcl,403,194,462,498,428,367,387,320
Rc3h2,378,187,206,265,214,263,285,209
Zbtb6,232,92,91,108,137,28,112,32
Zbtb26,210,35,106,136,56,82,46,36
Rabgap1,451,228,271,811,393,167,293,273
Strbp,1019,703,780,1273,1196,945,1170,775
Dennd1a,400,296,389,336,387,484,260,593
Nek6,1765,1548,2120,1094,3268,2879,2407,1570
Psmb7,220,252,370,385,470,565,431,247
Nr6a1,1126,884,628,1239,1262,778,1142,926
Olfml2a,0,0,0,0,0,0,16,39
Rpl35,6051,4395,4157,2376,3817,4245,3758,2809
Arpc5l,2374,1546,2317,670,2344,4414,2722,1578
Golga1,706,605,487,411,428,578,450,448
Scai,132,51,76,208,67,55,17,20
Ppp6c,845,752,978,566,840,1327,908,734
Lrp1b,0,0,0,0,0,0,0,0
Arhgap15,5,0,0,0,4,2,0,3
Gtdc1,54,72,41,64,14,33,101,8
Zeb2,18,1,0,0,0,0,0,0
Acvr2a,233,241,209,368,291,257,191,112
Orc4,714,666,644,834,804,1231,907,695
Mbd5,82,58,92,184,25,67,106,81
Epc2,839,841,761,1003,865,604,946,642
Lypd6b,7,0,1,0,0,41,6,0
Lypd6,2,8,0,0,0,21,11,0
Mmadhc,1272,789,1272,545,804,1958,1239,1041
Gm13483,0,0,0,0,9,0,1,0
Rnd3,1374,1021,1182,1634,1232,846,922,956
Gm13497,1,0,0,0,0,0,0,0
Rif1,4922,3314,3481,4432,2926,1799,3875,2319
Neb,199,82,95,79,141,83,10,63
4930573O16Rik,0,14,0,0,0,1,0,0
Arl5a,651,295,634,1006,460,550,441,339
Cacnb4,2,12,0,2,0,1,5,9
Stam2,783,810,939,655,1049,1484,1005,483
Fmnl2,1403,968,1092,2260,1045,764,631,1181
Prpf40a,5948,4018,4567,2001,3150,4500,4281,2265
Arl6ip6,662,300,297,492,695,475,503,228
Nr4a2,51,7,9,0,3,5,11,0
BB557941,0,0,0,0,12,0,7,4
Gpd2,2618,1913,2605,4276,4240,2244,3321,1812
Acvr1,31,9,16,33,35,31,30,35
Upp2,0,0,0,0,0,0,0,0
Pkp4,1013,852,992,1032,895,526,859,568
5330411J11Rik,54,153,105,108,205,98,181,203
Tanc1,799,544,697,745,862,642,515,452
Wdsub1,259,133,222,264,481,263,238,265
Baz2b,3134,1895,1926,3019,2276,1145,1898,1753
March7,466,452,478,583,433,325,441,395
Itgb6,0,12,0,43,0,1,0,0
Rbms1,427,412,296,710,424,832,464,429
Tank,62,15,76,29,44,119,93,15
Psmd14,2962,1860,4164,1963,4264,7760,4516,3561
Dpp4,128,172,55,377,101,95,51,74
Gca,611,739,532,825,927,1544,669,497
Kcnh7,0,0,0,143,0,0,0,0
Grb14,4,1,2,67,52,41,3,0
Cobll1,59,66,26,14,12,41,1,0
Slc38a11,1,47,59,90,0,18,42,16
Scn3a,16,9,8,0,21,2,47,0
Csrnp3,281,28,73,30,7,19,9,54
Galnt3,102,45,30,102,43,69,76,57
Gm13629,0,0,0,0,0,0,0,0
Cers6,424,353,369,1316,737,288,590,390
Nostrin,33,52,41,88,27,18,6,53
Spc25,2431,1785,3186,793,2597,5229,2482,3079
Lrp2,6192,5625,10345,16252,18137,9787,19325,11907
Bbs5,500,353,342,464,663,596,496,447
Klhl41,17,0,1,1,2,10,12,4
Fastkd1,84,15,37,310,53,41,89,68
Ppig,3612,2219,2520,1751,2657,3251,2593,2218
Ccdc173,233,161,65,0,64,115,62,62
Phospho2,135,92,117,48,72,340,197,91
Ssb,4884,3271,4645,1946,4695,6675,5049,3563
Mettl5,961,704,756,179,636,812,706,803
Ubr3,1443,959,949,2671,1764,706,1514,958
Myo3b,10,0,0,0,8,0,0,0
Gorasp2,2661,2200,2709,687,3105,4797,3284,1411
Tlk1,452,339,373,545,335,361,491,220
Mettl8,47,105,49,167,177,76,65,100
Dcaf17,1617,856,793,1723,1512,1227,1024,822
Dync1i2,2745,1763,1850,1447,1838,1438,1832,1371
Slc25a12,175,118,189,186,189,10,66,37
Hat1,4564,2069,4739,3089,8365,7851,5299,3849
Metap1d,521,308,393,473,329,379,441,207
Platr26,328,171,270,153,371,890,310,334
Itga6,1643,998,1051,3210,1466,823,1145,872
Pdk1,108,73,47,190,166,35,28,41
Rapgef4,17,16,7,17,9,3,9,5
Zak,172,56,110,33,157,61,78,65
Cdca7,331,112,293,629,418,207,205,158
6430710C18Rik,0,16,21,0,0,44,7,15
Sp3,633,315,469,975,599,213,533,260
Sp3os,282,203,198,490,356,218,272,251
Ola1,1241,1075,1389,869,856,1581,1216,771
Cir1,323,216,228,86,244,251,218,236
Scrn3,207,52,124,128,58,145,86,89
Wipf1,846,920,672,972,639,680,475,629
Chrna1,112,152,75,573,175,97,171,115
Chn1os3,0,13,0,0,0,0,0,10
Chn1,60,61,87,124,125,76,61,86
Atf2,356,196,254,566,318,320,320,219
Atp5g3,18911,11032,14415,5944,16500,29546,12193,11694
Lnp,471,239,228,420,310,512,310,308
Hoxd3os1,17,13,1,4,45,2,3,2
Hoxd3,1,32,2,25,82,10,11,16
Mtx2,1841,1399,1156,1853,3147,4952,2704,2756
Hnrnpa3,360,309,260,592,386,262,296,286
Nfe2l2,554,358,480,914,872,601,759,158
Agps,887,798,646,1116,767,601,708,485
Pde11a,0,0,0,3,0,0,0,0
Cyct,222,292,165,732,851,450,557,351
Rbm45,182,186,287,162,282,265,219,100
Osbpl6,85,109,103,172,137,7,117,55
Plekha3,169,81,165,273,99,108,195,92
Ttn,82,172,114,400,72,51,35,89
Ccdc141,6,0,3,138,7,55,26,56
Sestd1,53,44,28,140,11,103,70,62
Zfp385b,2,0,0,1,1,0,0,7
Cwc22,591,257,290,255,385,217,507,317
Ube2e3,1075,671,1056,1089,1423,1308,1312,1547
Ssfa2,4,29,30,88,104,14,66,10
Dnajc10,636,380,382,448,337,594,456,306
Gm13752,66,4,43,1,5,82,29,65
Nckap1,1685,954,1136,2094,1316,1496,1520,934
Dusp19,244,157,236,178,209,292,343,147
Nup35,374,237,323,211,372,362,334,300
Zc3h15,3392,2512,2822,1420,2755,2870,2934,1519
Itgav,516,243,228,356,395,212,152,107
Tfpi,689,603,529,342,720,2525,1238,724
Ctnnd1,1960,1362,1307,2062,1265,807,725,950
Btbd18,12,49,66,328,285,151,276,210
Tmx2,522,211,358,574,701,744,455,598
Med19,1242,849,649,1638,705,511,730,784
Clp1,312,191,367,224,199,593,364,238
Serping1,350,214,129,111,491,299,165,331
Smtnl1,175,98,117,37,414,152,90,83
Slc43a1,31,59,40,156,305,81,111,152
Slc43a3,1894,937,865,1858,3004,830,2020,1290
P2rx3,319,244,180,1110,847,383,399,949
Ssrp1,3536,3052,3058,1554,3864,2663,3924,2821
Pramel6,7699,7311,10495,4986,7617,13216,10951,10416
Ptprj,345,145,118,125,76,142,111,38
Fnbp4,1081,755,764,799,908,356,967,552
Agbl2,0,0,6,52,0,0,0,6
Mtch2,6145,5047,8336,5765,11802,12987,9038,7502
C1qtnf4,352,301,252,165,885,160,425,322
Ndufs3,2629,2136,3311,700,3962,4753,3411,2454
Kbtbd4,467,206,183,66,208,265,221,175
Ptpmt1,1276,1313,959,889,1720,1820,1472,964
Celf1,2534,1655,2500,3064,2601,2067,2183,2042
Psmc3,15539,12483,19356,5684,15139,17080,16591,9702
Slc39a13,120,76,50,75,57,36,177,140
Spi1,1070,1045,1043,189,910,1368,1008,1029
Mybpc3,34,1,0,0,0,0,0,0
Madd,218,133,145,7,39,38,92,64
Acp2,368,179,277,357,158,298,344,218
Ddb2,112,71,99,37,258,127,110,140
Pacsin3,64,50,132,91,157,19,176,27
Arfgap2,47,23,83,23,41,127,124,69
1110051M20Rik,102,26,121,16,87,148,47,60
Lrp4,126,128,75,55,17,387,166,131
Ckap5,1448,1098,1064,1792,1188,1605,1003,855
F2,8,14,11,29,125,21,26,6
Zfp408,146,94,77,16,286,90,91,146
Arhgap1,1415,1401,1848,1441,2608,3199,2064,2187
Atg13,2777,1903,2911,1070,2303,2475,2577,2023
Harbi1,326,121,292,207,189,241,208,136
Ambra1,128,195,245,101,128,129,188,159
Mdk,829,570,525,174,615,754,292,334
Dgkz,292,189,223,91,380,159,306,259
Phf21a,100,237,58,115,60,30,36,23
Gyltl1b,104,125,138,63,110,173,97,102
Pex16,1546,1368,1555,308,1761,2463,1453,1333
Cry2,107,179,117,106,160,336,137,111
D930015M05Rik,0,4,0,0,9,0,3,0
Slc35c1,114,58,93,143,69,44,66,57
Trp53i11,714,524,547,9,180,262,162,156
Cd82,416,233,186,38,557,202,80,180
Gm10804,0,0,0,0,0,0,0,0
Ext2,318,312,287,354,171,327,272,230
Accs,25,17,33,1,6,0,32,36
Accsl,3,2,0,0,2,163,42,2
Alkbh3os1,16,33,11,0,56,19,4,9
Alkbh3,844,908,1053,586,2468,2043,1474,1387
Hsd17b12,844,573,593,733,1180,1576,1079,603
Ttc17,110,110,67,222,40,49,97,42
Api5,855,692,749,838,878,830,972,568
Lrrc4c,1,1,0,3,3,0,0,2
B230118H07Rik,682,665,246,111,396,470,677,402
Rag2,0,0,0,0,0,0,0,0
Traf6,2,16,15,6,56,61,80,4
Commd9,1524,958,1297,393,1933,2201,1526,1293
Ldlrad3,20,0,0,2,19,33,4,0
Trim44,319,312,150,525,107,285,247,97
Cd44,16,0,0,0,0,0,0,0
Pdhx,880,505,841,454,892,1148,1032,512
Apip,825,574,523,282,941,839,696,483
Elf5,391,276,122,259,252,137,113,150
Cat,397,241,860,976,1100,961,1010,537
Abtb2,21,104,102,69,58,21,50,71
Nat10,1898,1157,1159,927,1624,1055,1250,1054
Caprin1,4058,2451,3057,3374,2576,2807,2999,2031
Lmo2,627,221,394,471,731,325,569,276
Fbxo3,815,765,1078,1790,1577,1086,1329,974
Cd59b,155,83,97,110,245,113,185,314
Cd59a,464,351,499,430,588,358,539,399
D430041D05Rik,0,0,0,0,0,38,3,0
Hipk3,1321,1289,992,2620,1303,552,1245,1070
Gm13884,1,4,0,70,4,0,7,0
Platr14,986,606,555,543,805,436,672,704
Cstf3,633,404,371,785,932,545,448,544
Tcp11l1,146,130,93,66,186,120,89,148
Pin1rt1,2,2,2,42,45,7,8,27
Depdc7,424,399,574,672,1053,706,870,793
Qser1,84,117,167,276,123,69,49,134
Prrg4,364,168,330,290,300,481,189,162
Ccdc73,248,121,101,348,219,305,242,197
Eif3m,3398,2665,3887,1124,3531,5504,3657,2435
Them7,0,0,0,0,55,10,0,0
Rcn1,869,501,286,95,592,1070,369,521
Elp4,76,181,273,349,397,356,143,227
Immp1l,313,200,306,185,209,401,222,180
Dnajc24,363,322,329,256,327,588,501,357
Mpped2,685,476,562,576,770,745,690,573
Arl14ep,233,132,219,145,218,231,175,165
Mettl15,124,25,81,51,233,118,80,79
Kif18a,318,229,340,620,225,256,197,173
Lin7c,1838,1001,1028,1278,1266,1110,1002,879
Platr8,5,2,5,2,2,0,2,4
Lgr4,258,199,237,191,195,146,130,123
Ccdc34,2089,1342,1464,528,1197,1121,1234,1206
Ccdc34os,3,0,1,0,0,0,8,0
Lpcat4,104,171,209,18,120,99,37,119
Nutm1,61,66,60,0,109,36,47,46
Slc12a6,331,261,386,313,115,243,243,197
Emc4,4063,3342,4182,1220,5026,7385,4896,3392
Katnbl1,422,310,340,254,204,515,449,295
Emc7,626,453,486,1145,907,1613,823,678
Chrm5,12,2,66,225,34,43,22,37
Aven,1039,819,795,516,821,525,665,800
Ryr3,7,11,33,132,24,6,45,38
Fmn1,70,5,17,0,59,8,13,4
Arhgap11a,1096,691,716,359,412,565,453,655
Aqr,721,459,462,345,541,560,437,351
Zfp770,669,266,315,481,423,510,294,250
Dph6,1173,1090,1017,1293,769,1339,1109,739
BC052040,687,445,584,598,717,637,702,485
Meis2,2,0,4,11,0,10,9,1
Spred1,54,55,31,17,2,19,0,11
Fam98b,296,227,262,500,149,213,233,142
Rasgrp1,60,0,8,180,0,10,10,4
Gpr176,0,0,0,0,0,0,0,0
Eif2ak4,520,530,476,689,493,202,560,219
Srp14,7082,6097,6859,3682,9059,10900,7507,5371
Bmf,51,62,11,134,80,9,33,52
Bub1b,706,351,583,931,701,561,467,500
Pak6,1642,1017,1399,630,757,1353,1397,875
Knstrn,895,775,759,319,770,1108,718,534
Ivd,542,391,518,159,952,362,359,324
Bahd1,34,24,33,13,40,42,26,2
Ccdc32,689,583,684,466,679,705,391,600
Rpusd2,396,142,271,502,218,242,268,171
Casc5,1342,546,1056,1779,597,797,590,632
Rad51,2218,1357,2348,771,2630,2658,1804,1544
Rmdn3,882,823,840,839,791,771,862,508
Gchfr,694,690,289,126,890,1571,169,400
Dnajc17,267,148,171,40,254,177,205,208
Zfyve19,787,784,945,589,1184,1313,1245,1225
Ppp1r14d,2090,1526,1137,198,827,2056,1676,1153
Spint1,2125,1525,1550,1308,1760,2262,1798,1324
Rhov,15,8,32,0,106,21,36,12
Vps18,727,266,221,236,175,153,318,282
Chac1,0,9,53,0,27,0,0,0
Ino80,447,347,441,747,349,317,366,298
Exd1,107,3,3,73,47,18,10,21
Chp1,427,564,505,590,918,678,631,602
1700020I14Rik,969,895,1058,1471,909,1525,1078,898
Oip5,145,138,167,155,161,367,210,183
Nusap1,1054,834,1216,275,568,1475,443,1079
Ndufaf1,966,722,885,536,701,949,1077,1174
Rtf1,1438,1139,1212,485,1113,898,1463,722
Itpka,25,47,105,40,54,141,153,34
Rpap1,1168,866,916,839,1411,1049,1188,805
Tyro3,879,508,332,257,653,672,375,415
Mga,2781,2291,1649,4061,1946,1112,1169,1481
Mapkbp1,195,215,183,66,234,122,87,77
Jmjd7,18,31,9,24,12,20,21,7
Pla2g4b,0,0,0,0,0,0,2,2
Ehd4,942,883,965,267,773,621,733,769
Pla2g4e,328,138,80,48,192,371,48,165
Pla2g4f,308,148,89,84,260,235,100,142
Vps39,537,512,745,466,821,737,449,602
Tmem87a,524,160,170,931,280,241,208,181
Ganc,214,238,235,196,282,211,131,250
4931402G19Rik,1,0,4,0,2,0,8,6
Zfp106,9303,6478,6869,7908,6280,5507,6757,4945
Snap23,555,433,562,490,573,585,587,489
Lrrc57,237,134,281,180,210,281,331,174
Haus2,799,471,649,1125,977,607,745,491
Cdan1,311,176,321,537,358,140,199,222
Ttbk2,144,226,173,423,199,125,194,126
AV039307,0,1,20,0,13,10,7,1
Ubr1,534,352,411,1071,561,471,529,400
Tmem62,1265,1117,1209,3071,1765,1751,1256,1654
Ccndbp1,1491,988,989,1180,3120,1685,1466,1521
Epb42,27,22,15,5,40,0,17,32
Tgm5,1,4,6,0,25,0,44,8
Lcmt2,119,118,137,217,160,221,351,205
Adal,242,169,187,125,257,131,193,117
Zscan29,299,209,200,301,349,83,151,121
Tubgcp4,174,193,95,93,107,115,142,51
Trp53bp1,653,467,730,660,974,425,725,483
Map1a,3,0,24,107,51,1,160,0
Ppip5k1,400,240,218,303,580,148,207,383
Ckmt1,4672,3421,3966,2139,7726,2708,3754,3155
Strc,0,0,6,0,11,0,14,3
Catsper2,18,56,42,310,70,42,28,46
Pdia3,3189,1742,2077,1200,3299,4207,3731,1828
Ell3,303,183,373,441,1093,507,552,336
Serf2,816,575,462,526,739,561,503,532
Serinc4,24,8,40,3,33,15,25,46
Hypk,15341,9373,10408,9845,10517,11278,9992,8316
Mfap1b,105,69,109,15,130,137,123,97
Mfap1a,326,357,356,278,560,307,405,271
Wdr76,881,481,524,1232,842,356,580,450
Frmd5,40,8,1,40,0,15,0,3
Casc4,1167,587,435,2553,1835,834,910,1046
Ctdspl2,912,484,628,1829,671,678,743,543
Eif3j1,1048,803,707,245,710,627,792,439
Spg11,394,191,196,386,546,140,282,199
Patl2,96,88,80,517,1220,155,75,134
B2m,684,468,611,1772,2160,1124,1265,986
Trim69,2,3,19,3,9,0,4,0
Terb2,94,97,89,318,467,68,186,171
Sord,13147,10787,13019,15730,24489,9703,10702,12605
Duox1,70,88,376,37,6,185,55,52
Shf,87,180,204,50,249,188,198,285
Spata5l1,11,38,29,5,8,10,13,15
AA467197,26314,25001,26217,35516,36835,64550,34258,33743
Slc30a4,776,571,624,1656,533,648,614,530
Bloc1s6,818,510,778,808,936,900,715,625
Slc24a5,164,157,151,352,637,461,231,276
Myef2,431,321,326,1313,643,301,518,249
Dut,13828,10292,13704,5868,13894,14633,11342,9409
Fbn1,0,1,1,0,0,24,5,5
Cep152,293,224,177,220,218,104,108,85
Secisbp2l,537,315,494,382,337,346,452,293
Cops2,1117,1076,1312,1578,1513,1625,1327,1063
Galk2,731,336,481,299,217,433,142,274
Fam227b,2,0,0,0,0,0,0,0
Dtwd1,398,219,160,108,341,524,247,265
Atp8b4,0,9,0,2,62,0,53,5
Slc27a2,0,0,4,6,124,9,7,8
Hdc,25,7,39,26,1,21,8,20
Gabpb1,363,368,317,312,392,330,300,326
Usp8,785,677,773,1016,916,648,467,512
Usp50,48,93,15,1,19,36,61,0
Trpm7,2008,1384,1275,2910,1389,1323,1213,1023
Sppl2a,577,328,548,565,362,892,558,422
Ap4e1,291,163,235,451,192,272,299,167
Blvra,563,550,513,803,734,815,317,601
Ncaph,670,595,772,702,1012,848,731,719
Itpripl1,12,1,49,7,0,10,42,4
1810024B03Rik,84,56,54,229,119,52,81,55
Snrnp200,1418,758,958,1766,980,799,800,497
Ciao1,874,541,1189,341,1142,1270,994,729
Tmem127,1354,923,907,455,1396,1510,1106,844
Stard7,920,698,656,1287,943,690,1039,631
Fahd2a,90,98,275,25,122,169,101,184
Kcnip3,18,16,16,43,61,37,23,32
Zfp661,27,18,31,0,38,13,19,2
Mrps5,2377,1625,1628,490,1109,1229,1636,887
Nphp1,5,5,16,7,11,4,40,1
Bub1,1089,480,640,1033,852,781,524,599
Acoxl,5,3,9,0,4,0,7,0
Bcl2l11,374,325,198,243,69,97,135,110
Gm14005,40,56,61,81,84,52,136,23
Anapc1,1810,1002,1153,2389,1786,1352,2065,1083
Mertk,350,110,251,448,226,60,183,360
Tmem87b,487,504,289,536,558,178,301,232
Zc3h8,402,244,277,171,232,244,361,151
Ttl,176,178,213,157,541,86,326,195
Polr1b,1653,1213,1113,1664,2862,1341,1596,1434
Chchd5,2832,2257,2735,2359,5953,2563,2834,2892
Slc20a1,917,414,540,3443,3928,605,1639,2191
A730036I17Rik,9,0,0,7,0,0,0,3
Ckap2l,2174,1450,2744,828,1471,2463,1198,1327
Gm14023,76,49,52,153,86,118,44,126
Il1a,19,13,15,50,0,21,6,8
F830045P16Rik,2,0,0,0,0,0,10,0
Sirpa,67,30,6,0,1,42,28,87
Stk35,486,340,557,450,593,241,546,427
Tgm3,0,0,0,0,0,0,0,0
Snrpb,4983,4205,7366,1979,7857,11724,7695,5607
Tmc2,53,25,49,331,223,62,148,93
Nop56,5483,3283,4949,1796,4627,4514,4719,2845
Idh3b,3689,2680,3374,1709,5096,5869,3008,3747
Ebf4,5,4,62,17,41,9,4,8
Cpxm1,347,322,131,179,501,923,811,366
Pced1a,55,55,69,204,441,100,111,153
Vps16,674,450,682,855,1025,766,689,787
Ptpra,2216,1715,1319,1133,1303,1364,1453,1175
4930473A02Rik,4,19,3,10,1,2,3,1
Mrps26,4494,4495,6036,653,4110,4834,5583,3509
Oxt,82,15,71,5,162,57,71,6
Ubox5,588,424,287,548,441,819,452,425
Fastkd5,188,191,181,369,352,191,310,275
Ddrgk1,1641,1749,1479,489,1503,1462,1406,1099
Itpa,999,640,1387,580,1207,1825,1178,843
Slc4a11,1399,800,683,888,5169,1637,1880,2445
4930402H24Rik,1089,605,913,1108,1680,1124,683,1058
Gm14057,58,65,80,2,73,115,56,50
A730017L22Rik,14,17,21,76,9,23,22,30
Atrn,1378,842,1054,610,703,1627,883,929
1700037H04Rik,62,91,113,59,258,132,124,130
Cenpb,172,197,72,107,363,129,343,268
Cdc25b,210,176,126,246,503,213,380,286
Ap5s1,510,530,623,190,1225,769,653,620
Mavs,275,246,196,154,451,473,335,353
Pank2,238,182,245,452,469,411,462,223
Rnf24,437,456,363,629,774,388,516,544
Slc23a2,872,446,323,496,387,513,669,319
Tmem230,233,176,295,236,424,547,273,303
Pcna,825,572,930,538,1146,1423,1061,949
Cds2,4158,3081,2669,1892,2067,1560,2203,1244
1700026D11Rik,0,15,1,0,1,35,0,8
Gpcpd1,1689,1461,1561,4938,3089,1667,1846,2682
AU019990,8,6,14,31,22,28,22,85
1110034G24Rik,133,170,150,147,211,336,200,234
Trmt6,2698,1466,1543,1284,2061,2088,1690,1147
Mcm8,731,340,351,605,791,406,476,599
Crls1,318,233,193,496,298,271,288,130
Lrrn4,648,432,201,283,317,627,541,328
Fermt1,203,95,65,138,289,72,76,194
Tmx4,505,298,522,852,829,559,767,464
Plcb1,6,0,0,0,0,0,0,0
Plcb4,27,38,31,3,8,17,6,8
Mkks,2826,1462,2010,1284,1633,2562,2641,1832
Slx4ip,400,255,275,340,287,229,267,164
Btbd3,40,44,43,28,11,24,38,31
Tasp1,93,75,73,180,183,29,108,54
Esf1,3873,2643,3088,1229,2020,2143,2454,1927
Ndufaf5,120,232,267,67,143,262,203,101
Macrod2,41,13,38,0,28,37,21,22
Flrt3,129,62,190,0,1,168,72,41
Kif16b,1052,873,729,2084,1506,547,1113,818
Snrpb2,6451,4815,4614,3825,4293,4679,5774,3323
Pcsk2,9,5,6,14,6,4,9,6
Bfsp1,5,16,13,47,41,165,30,46
Dstn,8344,6761,6259,3370,5598,11764,3570,4669
Rrbp1,6845,4246,4740,1610,3068,5092,5078,2795
Snx5,3346,2959,3838,5168,4415,3206,3839,2998
Mgme1,529,343,364,478,659,360,520,401
Csrp2bp,1087,1020,778,588,915,799,802,761
Dzank1,1,3,0,0,53,2,0,4
Polr3f,345,311,408,529,473,368,349,488
Rbbp9,178,259,271,167,430,311,371,166
Sec23b,1341,1509,2041,1132,1174,1454,1402,1261
Dtd1,167,179,279,105,216,241,133,50
Slc24a3,0,0,4,0,0,0,0,0
Rin2,20,19,22,91,32,8,25,46
Naa20,750,624,783,487,1484,1089,1162,895
Crnkl1,411,300,294,240,368,372,430,246
Ralgapa2,671,364,460,1771,447,414,779,524
A930019D19Rik,21,15,9,4,13,9,6,12
Kiz,368,261,259,153,360,211,170,106
Xrn2,2906,2229,2624,2817,2905,2381,2664,1585
Thbd,5,1,49,50,21,71,48,37
Cd93,10,0,0,0,46,1,29,59
Nxt1,2775,1825,2418,1016,2430,3843,2752,1676
Gzf1,613,463,551,621,338,446,731,503
Napb,103,190,65,400,25,65,48,51
8030411F24Rik,19,13,0,145,0,159,1,8
Cst13,1,19,22,31,19,17,41,40
Cst3,3087,1460,2852,1522,2989,4292,2635,1892
Zfp120,250,164,176,246,254,103,72,130
Gm14139,269,201,203,228,158,182,78,107
Zfp937,157,120,152,232,99,90,85,78
Gm14124,128,82,94,322,60,63,32,8
3300002I08Rik,26,22,4,12,40,5,9,6
Zfp442,81,73,63,211,49,21,9,41
Zfp345,99,112,81,280,114,91,78,100
Cst7,45,53,169,71,70,139,16,27
Apmap,156,84,131,120,252,274,143,121
Acss1,420,338,412,471,909,398,490,420
E130215H24Rik,0,1,26,0,105,6,1,5
Entpd6,1288,1004,1115,889,1370,1241,1128,1182
Pygb,754,613,581,32,188,751,416,448
Abhd12,1156,759,1145,752,1972,1938,1619,1466
Gins1,1199,1121,1295,1234,1449,1275,1463,1291
Ninl,34,6,21,180,42,0,36,15
Nsfl1c,2064,1200,2501,478,2082,2937,2751,1274
Fkbp1a,4903,3190,4763,2113,5343,7817,3527,3435
Sdcbp2,51,16,47,0,145,56,149,87
Psmf1,1832,1000,1758,476,1841,2217,1242,801
Rspo4,0,17,0,0,28,0,6,0
Fam110a,245,75,77,19,44,190,6,25
Slc52a3,372,238,195,30,187,469,149,91
Csnk2a1,397,201,182,620,361,168,187,116
